cc_number,crime_date_time,crime_code,description,inside_outside,weapon,post,gender,age,race,location,old_district,new_district,neighborhood,latitude,longitude,premise_type,total_incidents,year,month,hour,date,age_range,time_range,during_or_just_after_school,around_lunch,quarter,quarter_date
21j05044,2021-10-17T16:49:00Z,9,shooting,outside,firearm,723,male,23,black_or_african_american,1600 ruxton ave,western,n/a,coppin heights/ash-co-east,39.307662,-76.655064,public area,1,2021,10,16,2021-10-17,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21j05044,2021-10-17T16:49:00Z,9,shooting,outside,firearm,723,female,22,black_or_african_american,1600 ruxton ave,western,n/a,coppin heights/ash-co-east,39.307662,-76.655064,public area,1,2021,10,16,2021-10-17,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21j05044,2021-10-17T16:49:00Z,9,shooting,outside,firearm,723,male,44,black_or_african_american,1600 ruxton ave,western,n/a,coppin heights/ash-co-east,39.307662,-76.655064,public area,1,2021,10,16,2021-10-17,35 to 50,after school,TRUE,FALSE,4,2021-12-31
21k05286,2021-11-18T18:22:00Z,9,shooting,outside,firearm,722,male,37,black_or_african_american,1000 appleton st,western,n/a,midtown-edmondson,39.299841,-76.648527,street,1,2021,11,18,2021-11-18,35 to 50,evening,TRUE,FALSE,4,2021-12-31
21k05183,2021-11-18T13:08:00Z,9,shooting,outside,firearm,731,male,29,black_or_african_american,2100 braddish ave,western,n/a,panway/braddish avenue,39.311512,-76.661397,alley,1,2021,11,13,2021-11-18,26 to 34,early afternoon,TRUE,FALSE,4,2021-12-31
22a00439,2022-01-02T09:35:00Z,9,shooting,outside,firearm,732,male,41,black_or_african_american,2800 parkwood ave,western,n/a,parkview/woodbrook,39.31484,-76.648179,street,1,2022,1,9,2022-01-02,35 to 50,morning,TRUE,FALSE,1,2022-03-31
22a00496,2022-01-02T17:20:00Z,9,shooting,outside,firearm,621,male,21,black_or_african_american,4000 boarman ave,northwest,n/a,dorchester,39.335929,-76.68481,alley,1,2022,1,17,2022-01-02,18 to 25,evening,TRUE,FALSE,1,2022-03-31
21j08975,2021-10-30T22:34:00Z,9,shooting,outside,firearm,124,male,24,black_or_african_american,800 linden ave,central,n/a,mount vernon,39.299301,-76.620709,street,1,2021,10,22,2021-10-30,18 to 25,night,FALSE,FALSE,4,2021-12-31
21j08781,2021-10-30T07:10:00Z,9,shooting,inside,firearm,426,female,53,white,3600 gibbons ave,northeast,n/a,waltherson,39.344682,-76.556348,dwelling,1,2021,10,7,2021-10-30,51 to 74,morning,TRUE,FALSE,4,2021-12-31
21j08866,2021-10-30T01:00:00Z,9,shooting,outside,firearm,713,female,33,black_or_african_american,900 w mulberry st,western,n/a,poppleton,39.293359,-76.632439,public area,1,2021,10,1,2021-10-30,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21j08759,2021-10-30T02:59:34Z,9,shooting,outside,firearm,922,male,37,black_or_african_american,2900 cherryland rd,southern,n/a,cherry hill,39.253245,-76.615512,public area,1,2021,10,2,2021-10-30,35 to 50,early morning,FALSE,FALSE,4,2021-12-31
21k02380,2021-11-08T20:12:00Z,9,shooting,outside,firearm,234,male,33,black_or_african_american,6200 cardiff ave,southeast,n/a,o'donnell heights,39.275355,-76.543638,street,1,2021,11,20,2021-11-08,26 to 34,night,FALSE,FALSE,4,2021-12-31
21l05739,2021-12-21T00:21:00Z,9,shooting,outside,firearm,133,male,20,black_or_african_american,2400 lakeview ave,central,n/a,reservoir hill,39.3155,-76.632525,alley,1,2021,12,0,2021-12-21,18 to 25,early morning,FALSE,FALSE,4,2021-12-31
21l03225,2021-12-12T02:09:00Z,9,shooting,outside,firearm,111,male,32,black_or_african_american,400 water st,central,n/a,downtown,39.28862102359416,-76.61008450699535,street,1,2021,12,2,2021-12-12,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21l03204,2021-12-12T00:00:00Z,9,shooting,inside,firearm,423,male,26,black_or_african_american,7100 mcclean blvd,northeast,n/a,hamilton hills,39.371398,-76.566927,dwelling,1,2021,12,0,2021-12-12,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21l03391,2021-12-12T19:35:00Z,9,shooting,outside,firearm,131,male,26,black_or_african_american,400 bloom st,central,n/a,druid heights,39.309135,-76.635285,street,1,2021,12,19,2021-12-12,26 to 34,evening,FALSE,FALSE,4,2021-12-31
21l03066,2021-12-11T14:02:06Z,9,shooting,outside,firearm,724,male,47,black_or_african_american,1400 n mount st,western,n/a,sandtown-winchester,39.310226,-76.648254,street,1,2021,12,14,2021-12-11,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
22i08091,2022-09-25T15:34:45Z,9,shooting,outside,firearm,443,male,31,black_or_african_american,5000 truesdale ave,northeast,n/a,frankford,39.318777,-76.545587,street,1,2022,9,15,2022-09-25,26 to 34,after school,TRUE,FALSE,3,2022-09-30
22i08061,2022-09-25T13:16:13Z,9,shooting,outside,firearm,331,male,27,black_or_african_american,2100 e hoffman st,eastern,n/a,broadway east,39.306626,-76.587933,public area,1,2022,9,13,2022-09-25,26 to 34,early afternoon,TRUE,FALSE,3,2022-09-30
22i07953,2022-09-25T02:02:43Z,9,shooting,outside,firearm,111,male,27,black_or_african_american,400 e baltimore st,central,n/a,downtown,39.289801,-76.609863,street,1,2022,9,2,2022-09-25,26 to 34,early morning,FALSE,FALSE,3,2022-09-30
21l04308,2021-12-15T20:51:00Z,9,shooting,outside,firearm,633,male,53,black_or_african_american,5200 cuthbert ave,northwest,n/a,arlington,39.346593,-76.680712,street,1,2021,12,20,2021-12-15,51 to 74,night,FALSE,FALSE,4,2021-12-31
21j07620,2021-10-26T10:50:00Z,9,shooting,outside,firearm,423,male,36,white,2200 fleetwood ave,northeast,n/a,hamilton hills,39.36713290628289,-76.57136588229233,street,1,2021,10,10,2021-10-26,35 to 50,morning,TRUE,FALSE,4,2021-12-31
21j07798,2021-10-26T22:21:00Z,9,shooting,outside,firearm,134,female,28,black_or_african_american,1200 w mount royal ave,central,n/a,mid-town belvedere,39.306744,-76.620235,street,1,2021,10,22,2021-10-26,26 to 34,night,FALSE,FALSE,4,2021-12-31
21j07671,2021-10-26T14:10:00Z,9,shooting,inside,firearm,434,male,38,black_or_african_american,3100 mareco ave,northeast,n/a,belair-edison,39.320349,-76.574293,dwelling,1,2021,10,14,2021-10-26,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21k06806,2021-11-23T21:00:00Z,9,shooting,outside,firearm,624,male,43,black_or_african_american,2900 garrison blvd,northwest,n/a,garwyn oaks,39.320544,-76.677443,street,1,2021,11,21,2021-11-23,35 to 50,night,FALSE,FALSE,4,2021-12-31
21j01329,2021-10-05T13:54:00Z,9,shooting,outside,firearm,815,male,42,black_or_african_american,600 n edgewood st,southwest,n/a,edgewood,39.288377,-76.623714,street,1,2021,10,13,2021-10-05,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21i02160,2021-09-08T20:45:00Z,9,shooting,outside,firearm,623,male,16,black_or_african_american,3700 belle ave,northwest,n/a,callaway-garrison,39.333554,-76.677049,public area,1,2021,9,20,2021-09-08,juvenile,night,FALSE,FALSE,3,2021-09-30
21j05146,2021-10-18T01:00:00Z,9,shooting,outside,firearm,724,male,22,black_or_african_american,0 n fulton ave,western,n/a,sandtown-winchester,39.288304,-76.645145,street,1,2021,10,1,2021-10-18,18 to 25,early morning,FALSE,FALSE,4,2021-12-31
21j05146,2021-10-18T01:00:00Z,9,shooting,outside,firearm,724,male,22,black_or_african_american,0 n fulton ave,western,n/a,sandtown-winchester,39.288304,-76.645145,street,1,2021,10,1,2021-10-18,18 to 25,early morning,FALSE,FALSE,4,2021-12-31
21j04238,2021-10-14T22:14:00Z,9,shooting,outside,firearm,234,male,49,black_or_african_american,6600 graceland ave,southeast,n/a,graceland park,39.282651,-76.532383,street,1,2021,10,22,2021-10-14,35 to 50,night,FALSE,FALSE,4,2021-12-31
21j04230,2021-10-14T21:58:00Z,9,shooting,outside,firearm,114,male,33,black_or_african_american,400 w saratoga st,central,n/a,downtown,39.295263,-76.61265,street,1,2021,10,21,2021-10-14,26 to 34,night,FALSE,FALSE,4,2021-12-31
21l01453,2021-12-06T03:57:00Z,9,shooting,outside,firearm,532,female,33,black_or_african_american,2400 w belvedere ave,northern,n/a,levindale,39.287485,-76.547656,public area,1,2021,12,3,2021-12-06,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21j08386,2021-10-28T19:40:00Z,9,shooting,outside,firearm,314,male,37,black_or_african_american,1200 e lafayette ave,eastern,n/a,oliver,39.310426,-76.602101,street,1,2021,10,19,2021-10-28,35 to 50,evening,FALSE,FALSE,4,2021-12-31
21k01800,2021-11-06T21:13:04Z,9,shooting,outside,firearm,333,female,26,black_or_african_american,2400 e monument st,eastern,n/a,milton-montford,39.29894314231641,-76.5835729011572,street,1,2021,11,21,2021-11-06,26 to 34,night,FALSE,FALSE,4,2021-12-31
21j04086,2021-10-14T13:35:00Z,9,shooting,outside,firearm,621,male,20,black_or_african_american,4000 penhurst ave,northwest,n/a,west arlington,39.338641,-76.685498,street,1,2021,10,13,2021-10-14,18 to 25,early afternoon,TRUE,FALSE,4,2021-12-31
21j07012,2021-10-24T03:14:00Z,9,shooting,outside,firearm,832,male,23,black_or_african_american,900 s caton ave,southwest,n/a,violetville,39.273775,-76.671529,hospital,1,2021,10,3,2021-10-24,18 to 25,early morning,FALSE,FALSE,4,2021-12-31
21l04889,2021-12-17T21:10:00Z,9,shooting,outside,firearm,935,male,46,black_or_african_american,400 s mount st,southern,n/a,new southwest/mount clare,39.28265,-76.643388,street,1,2021,12,21,2021-12-17,35 to 50,night,FALSE,FALSE,4,2021-12-31
21l04770,2021-12-17T12:57:29Z,9,shooting,outside,firearm,123,male,50,black_or_african_american,600 laurens st,central,n/a,upton,39.290582,-76.60769,street,1,2021,12,12,2021-12-17,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21j01405,2021-10-05T18:49:00Z,9,shooting,outside,firearm,614,male,61,black_or_african_american,3500 manchester ave,northwest,n/a,central park heights,39.344945,-76.675457,street,1,2021,10,18,2021-10-05,51 to 74,evening,TRUE,FALSE,4,2021-12-31
21j00018,2021-10-01T01:08:00Z,9,shooting,outside,firearm,512,female,25,black_or_african_american,200 e university pkwy,northern,n/a,charles village,39.32926525116526,-76.61429047729578,street,1,2021,10,1,2021-10-01,18 to 25,early morning,FALSE,FALSE,4,2021-12-31
21j00301,2021-10-01T22:15:00Z,9,shooting,outside,firearm,515,male,21,black_or_african_american,500 venable ave,northern,n/a,waverly,39.3292578621287,-76.60935546911058,street,1,2021,10,22,2021-10-01,18 to 25,night,FALSE,FALSE,4,2021-12-31
21i01147,2021-09-04T18:55:00Z,9,shooting,outside,firearm,732,male,31,black_or_african_american,3300 woodbrook ave,western,n/a,parkview/woodbrook,39.317109,-76.649762,street,1,2021,9,18,2021-09-04,26 to 34,evening,TRUE,FALSE,3,2021-09-30
21i00961,2021-09-04T01:02:09Z,9,shooting,outside,firearm,614,male,42,black_or_african_american,4700 pimlico rd,northwest,n/a,central park heights,39.35452,-76.662308,street,1,2021,9,1,2021-09-04,35 to 50,early morning,FALSE,FALSE,3,2021-09-30
21i01167,2021-09-04T20:11:00Z,9,shooting,outside,firearm,713,female,39,black_or_african_american,600 n schroeder st,western,n/a,harlem park,39.348807,-76.685231,street,1,2021,9,20,2021-09-04,35 to 50,night,FALSE,FALSE,3,2021-09-30
21k00641,2021-11-03T00:53:00Z,9,shooting,outside,firearm,114,male,27,black_or_african_american,300 jasper st,central,n/a,downtown,39.29284796320142,-76.62189628271322,street,1,2021,11,0,2021-11-03,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21k01330,2021-11-05T02:18:00Z,9,shooting,inside,firearm,111,female,34,black_or_african_american,0 s calvert st,central,n/a,downtown,39.295263,-76.61265,street,1,2021,11,2,2021-11-05,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21k01392,2021-11-05T11:08:00Z,9,shooting,outside,firearm,612,male,17,black_or_african_american,3600 park heights ave,northwest,n/a,park circle,39.329456,-76.659078,alley,1,2021,11,11,2021-11-05,juvenile,morning,TRUE,FALSE,4,2021-12-31
21k01382,2021-11-05T10:58:00Z,9,shooting,outside,firearm,834,male,15,black_or_african_american,2400 christian st,southwest,n/a,millhill,39.278786,-76.663513,street,1,2021,11,10,2021-11-05,juvenile,morning,TRUE,FALSE,4,2021-12-31
21k01419,2021-11-05T13:16:00Z,9,shooting,outside,firearm,411,male,45,black_or_african_american,2600 kennedy ave,northeast,n/a,coldstream homestead montebello,39.320820646458216,-76.59672049623276,street,1,2021,11,13,2021-11-05,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21j08542,2021-10-29T10:18:00Z,9,shooting,outside,firearm,934,male,24,black_or_african_american,1900 mchenry st,southern,n/a,carrollton ridge,39.284155,-76.647395,street,1,2021,10,10,2021-10-29,18 to 25,morning,TRUE,FALSE,4,2021-12-31
21j08641,2021-10-29T16:59:00Z,9,shooting,outside,firearm,911,male,25,white,1100 inner cir,southern,n/a,curtis bay,39.230381,-76.594186,dwelling,1,2021,10,16,2021-10-29,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21l02075,2021-12-07T23:50:00Z,9,shooting,outside,firearm,123,male,36,black_or_african_american,500 dolphin st,central,n/a,upton,39.300949,-76.627969,street,1,2021,12,23,2021-12-07,35 to 50,night,FALSE,FALSE,4,2021-12-31
21j01847,2021-10-07T03:56:00Z,9,shooting,inside,firearm,331,male,29,black_or_african_american,1700 n milton ave,eastern,n/a,berea,39.310881,-76.582918,dwelling,1,2021,10,3,2021-10-07,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21j02060,2021-10-07T17:58:13Z,9,shooting,outside,firearm,922,female,28,black_or_african_american,2900 spelman rd,southern,n/a,cherry hill,39.245027,-76.627472,public housing,1,2021,10,17,2021-10-07,26 to 34,evening,TRUE,FALSE,4,2021-12-31
21j01934,2021-10-07T11:00:00Z,9,shooting,outside,firearm,922,male,21,black_or_african_american,2200 round rd,southern,n/a,cherry hill,39.253627,-76.625614,public area,1,2021,10,11,2021-10-07,18 to 25,morning,TRUE,FALSE,4,2021-12-31
21h07181,2021-08-26T11:11:00Z,9,shooting,outside,firearm,735,male,22,black_or_african_american,1500 appleton st,western,n/a,easterwood,39.305566,-76.648703,dwelling,1,2021,8,11,2021-08-26,18 to 25,morning,TRUE,FALSE,3,2021-09-30
21l06232,2021-12-22T18:45:00Z,9,shooting,outside,firearm,631,male,20,black_or_african_american,6800 reisterstown rd,northwest,n/a,reisterstown station,39.35994052729498,-76.70751910259926,street,1,2021,12,18,2021-12-22,18 to 25,evening,TRUE,FALSE,4,2021-12-31
21j02060,2021-10-07T17:58:13Z,9,shooting,outside,firearm,922,female,32,black_or_african_american,2900 spelman rd,southern,n/a,cherry hill,39.245027,-76.627472,public housing,1,2021,10,17,2021-10-07,26 to 34,evening,TRUE,FALSE,4,2021-12-31
21j02002,2021-10-07T15:00:00Z,9,shooting,outside,firearm,921,male,53,black_or_african_american,2300 annapolis rd,southern,n/a,westport,39.26293,-76.633961,street,1,2021,10,15,2021-10-07,51 to 74,after school,TRUE,FALSE,4,2021-12-31
21l06028,2021-12-22T01:06:53Z,9,shooting,outside,firearm,123,female,15,black_or_african_american,700 mosher st,central,n/a,upton,39.30057522554775,-76.63462933147225,public area,1,2021,12,1,2021-12-22,juvenile,early morning,FALSE,FALSE,4,2021-12-31
21l02930,2021-12-11T01:23:00Z,9,shooting,outside,firearm,321,male,27,black_or_african_american,1800 orleans st,eastern,n/a,care,39.295346,-76.590626,street,1,2021,12,1,2021-12-11,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21i01100,2021-09-04T15:21:00Z,9,shooting,outside,firearm,822,male,58,black_or_african_american,4300 edmondson ave,southwest,n/a,rognel heights,39.278786,-76.663513,street,1,2021,9,15,2021-09-04,51 to 74,after school,TRUE,FALSE,3,2021-09-30
21i00937,2021-09-04T00:17:00Z,9,shooting,outside,firearm,834,male,37,black_or_african_american,500 s bentalou st,southwest,n/a,carrollton ridge,39.281364,-76.652586,street,1,2021,9,0,2021-09-04,35 to 50,early morning,FALSE,FALSE,3,2021-09-30
21k01856,2021-11-07T00:16:00Z,9,shooting,outside,firearm,213,female,31,black_or_african_american,1700 eastern ave,southeast,n/a,fells point,39.287228,-76.554236,street,1,2021,11,0,2021-11-07,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21k02064,2021-11-07T18:31:00Z,9,shooting,outside,firearm,224,male,37,black_or_african_american,3100 mcelderry st,southeast,n/a,ellwood park/monument,39.298131,-76.573674,street,1,2021,11,18,2021-11-07,35 to 50,evening,TRUE,FALSE,4,2021-12-31
21k02073,2021-11-07T18:40:00Z,9,shooting,outside,firearm,524,female,23,black_or_african_american,5000 midwood ave,northern,n/a,kenilworth park,39.348506,-76.603674,public area,1,2021,11,18,2021-11-07,18 to 25,evening,TRUE,FALSE,4,2021-12-31
21j02612,2021-10-09T16:42:00Z,9,shooting,outside,firearm,224,male,13,black_or_african_american,3000 mcelderry st,southeast,n/a,ellwood park/monument,39.298074,-76.575077,street,1,2021,10,16,2021-10-09,juvenile,after school,TRUE,FALSE,4,2021-12-31
21j02577,2021-10-09T14:08:00Z,9,shooting,outside,firearm,714,male,39,black_or_african_american,2100 vine st,western,n/a,penrose/fayette street outreach,39.289969,-76.650254,street,1,2021,10,14,2021-10-09,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21j02322,2021-10-08T16:40:00Z,9,shooting,outside,firearm,221,male,21,black_or_african_american,2700 jefferson st,southeast,n/a,mcelderry park,39.2969923421558,-76.57891338837305,street,1,2021,10,16,2021-10-08,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21j02322,2021-10-08T16:40:00Z,9,shooting,outside,firearm,221,male,26,black_or_african_american,2700 jefferson st,southeast,n/a,mcelderry park,39.2969923421558,-76.57891338837305,street,1,2021,10,16,2021-10-08,26 to 34,after school,TRUE,FALSE,4,2021-12-31
21j02200,2021-10-08T10:00:00Z,9,shooting,outside,firearm,614,male,21,black_or_african_american,3000 w garrison ave,northwest,n/a,central park heights,39.35452,-76.662308,vehicle,1,2021,10,10,2021-10-08,18 to 25,morning,TRUE,FALSE,4,2021-12-31
21j02322,2021-10-08T16:40:00Z,9,shooting,outside,firearm,221,female,25,black_or_african_american,2700 jefferson st,southeast,n/a,mcelderry park,39.2969923421558,-76.57891338837305,street,1,2021,10,16,2021-10-08,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21j02322,2021-10-08T16:40:00Z,9,shooting,outside,firearm,221,male,20,black_or_african_american,2700 jefferson st,southeast,n/a,mcelderry park,39.2969923421558,-76.57891338837305,street,1,2021,10,16,2021-10-08,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21l05129,2021-12-18T18:46:00Z,9,shooting,outside,firearm,934,male,23,black_or_african_american,400 s fulton ave,southern,n/a,new southwest/mount clare,39.282539,-76.644797,street,1,2021,12,18,2021-12-18,18 to 25,evening,TRUE,FALSE,4,2021-12-31
21l05169,2021-12-18T21:11:00Z,9,shooting,outside,firearm,221,female,60,white,500 n streeper st,southeast,n/a,mcelderry park,39.29723901808799,-76.57735783724989,street,1,2021,12,21,2021-12-18,51 to 74,night,FALSE,FALSE,4,2021-12-31
21l05181,2021-12-18T21:30:00Z,9,shooting,outside,firearm,934,male,24,black_or_african_american,100 s payson st,southern,n/a,carrollton ridge,39.285125,-76.648889,public area,1,2021,12,21,2021-12-18,18 to 25,night,FALSE,FALSE,4,2021-12-31
21l05169,2021-12-18T21:11:00Z,9,shooting,outside,firearm,221,female,31,white,500 n streeper st,southeast,n/a,mcelderry park,39.29723901808799,-76.57735783724989,street,1,2021,12,21,2021-12-18,26 to 34,night,FALSE,FALSE,4,2021-12-31
21l05169,2021-12-18T21:11:00Z,9,shooting,outside,firearm,221,female,25,white,500 n streeper st,southeast,n/a,mcelderry park,39.29723901808799,-76.57735783724989,street,1,2021,12,21,2021-12-18,18 to 25,night,FALSE,FALSE,4,2021-12-31
21l05144,2021-12-18T19:26:00Z,9,shooting,outside,firearm,314,male,19,black_or_african_american,1300 n dallas st,eastern,n/a,oliver,39.305673,-76.597282,alley,1,2021,12,19,2021-12-18,18 to 25,evening,FALSE,FALSE,4,2021-12-31
21j01739,2021-10-06T18:43:55Z,9,shooting,outside,firearm,331,female,34,black_or_african_american,1200 n patterson park ave,eastern,n/a,broadway east,39.305659070126595,-76.58562380148909,street,1,2021,10,18,2021-10-06,26 to 34,evening,TRUE,FALSE,4,2021-12-31
21l00437,2021-12-02T13:03:00Z,9,shooting,outside,firearm,721,male,18,black_or_african_american,2500 edmondson ave,western,n/a,rosemont homeowners/tenants,39.294781,-76.656406,street,1,2021,12,13,2021-12-02,juvenile,early afternoon,TRUE,FALSE,4,2021-12-31
21l00437,2021-12-02T13:03:00Z,9,shooting,outside,firearm,721,male,21,black_or_african_american,2500 edmondson ave,western,n/a,rosemont homeowners/tenants,39.294781,-76.656406,street,1,2021,12,13,2021-12-02,18 to 25,early afternoon,TRUE,FALSE,4,2021-12-31
